,index,carat,cut,color,clarity,depth,table,price,x,y,z
1579,2613,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16
1580,2614,0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54
1581,2615,0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68
1582,2616,1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0
1583,2619,0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77
1584,2621,0.74,Ideal,F,VS1,62.3,56.0,3226,5.76,5.79,3.6
1585,2623,0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59
1586,2626,0.72,Ideal,F,VS2,61.1,56.0,3226,5.92,5.8,3.55
1587,2627,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
1588,2629,0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41
1589,2630,0.74,Premium,E,VS2,62.7,58.0,3228,5.77,5.72,3.6
1590,2632,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46
1591,2633,0.7,Ideal,D,VS1,62.9,57.0,3229,5.67,5.61,3.55
1592,2634,0.71,Ideal,H,VS1,61.8,55.0,3229,5.72,5.77,3.55
1593,2635,0.71,Ideal,H,VS1,61.7,55.0,3229,5.73,5.75,3.54
1594,2636,0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51
1595,2637,0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54
1596,2638,0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9
1597,2640,0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6
1598,2641,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
1599,2642,0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66
1600,2644,0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65
1601,2647,0.83,Ideal,E,SI1,62.7,57.0,3231,5.96,6.01,3.75
1602,2650,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56
1603,2652,0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47
1604,2653,0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54
1605,2655,1.05,Ideal,H,SI2,60.6,57.0,3234,6.59,6.55,3.98
1606,2656,0.7,Premium,G,VVS1,62.8,58.0,3234,5.68,5.62,3.55
1607,2657,0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
1608,2660,0.73,Ideal,E,VS1,62.5,57.0,3235,5.73,5.76,3.59
1609,2662,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57
1610,2663,0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57
1611,2664,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55
1612,2665,0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92
1613,2666,0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72
1614,2671,0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54
1615,2672,0.71,Ideal,E,VS1,60.4,56.0,3238,5.8,5.85,3.52
1616,2673,0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56
1617,2675,0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48
1618,2677,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56
1619,2681,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66
1620,2682,0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52
1621,2686,0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49
1622,2687,0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58
1623,2689,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56
1624,2690,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74
1625,2692,0.9,Premium,G,SI2,62.1,58.0,3246,6.13,6.08,3.79
1626,2697,0.9,Premium,G,SI2,61.1,58.0,3246,6.22,6.18,3.79
1627,2700,0.31,Ideal,G,VS2,62.2,54.0,562,4.38,4.4,2.73
1628,2701,0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71
1629,2702,0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67
1630,2703,0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68
1631,2704,0.31,Ideal,G,VS2,62.2,53.0,562,4.37,4.38,2.72
1632,2705,0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7
1633,2706,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68
1634,2709,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81
1635,2710,0.31,Ideal,G,SI1,61.6,55.0,563,4.34,4.37,2.68
1636,2713,0.32,Ideal,G,VS2,61.8,55.0,564,4.4,4.43,2.73
1637,2714,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
1638,2715,0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72
1639,2716,0.3,Ideal,E,SI1,61.9,57.0,564,4.29,4.32,2.66
1640,2717,0.3,Ideal,E,SI1,62.3,57.0,564,4.28,4.32,2.68
1641,2720,0.26,Ideal,E,VVS2,62.5,55.0,564,4.07,4.09,2.55
1642,2725,0.36,Ideal,G,SI2,61.8,56.0,565,4.58,4.61,2.84
1643,2726,0.34,Ideal,E,SI1,61.9,55.0,565,4.51,4.53,2.8
1644,2727,0.34,Ideal,E,SI1,62.6,55.0,565,4.46,4.49,2.8
1645,2728,0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69
1646,2729,0.31,Ideal,D,SI1,61.7,55.0,565,4.37,4.41,2.71
1647,2731,0.9,Premium,I,VS2,62.8,61.0,3246,6.12,6.02,3.81
1648,2732,0.91,Ideal,F,SI2,61.1,55.0,3246,6.24,6.19,3.8
1649,2735,0.7,Ideal,G,VVS1,62.6,57.0,3247,5.65,5.7,3.55
1650,2736,0.71,Ideal,E,VS2,62.0,55.0,3247,5.7,5.75,3.55
1651,2737,0.71,Ideal,E,VS2,62.5,55.0,3247,5.67,5.73,3.56
1652,2738,0.52,Ideal,D,VVS1,62.0,57.0,3247,5.17,5.15,3.2
1653,2739,0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66
1654,2740,0.61,Ideal,F,VVS2,61.5,55.0,3248,5.47,5.53,3.38
1655,2741,0.61,Ideal,F,VVS2,61.4,56.0,3248,5.44,5.49,3.36
1656,2742,0.61,Ideal,F,VVS2,61.1,57.0,3248,5.47,5.49,3.34
1657,2743,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45
1658,2744,0.7,Ideal,E,VS1,62.1,55.0,3248,5.72,5.77,3.57
1659,2747,0.76,Ideal,E,VS2,61.5,56.0,3249,5.89,5.92,3.63
1660,2749,0.76,Ideal,H,VVS2,61.0,56.0,3249,5.85,5.91,3.59
1661,2750,0.73,Ideal,F,SI1,61.7,55.0,3249,5.79,5.82,3.58
1662,2755,0.72,Premium,F,VVS2,61.1,58.0,3250,5.78,5.84,3.55
1663,2759,0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9
1664,2760,0.73,Premium,D,VS2,59.8,58.0,3250,5.89,5.85,3.51
1665,2762,0.71,Ideal,G,VS1,61.0,56.0,3251,5.77,5.8,3.53
1666,2763,0.8,Ideal,E,SI2,60.9,57.0,3251,6.0,6.03,3.66
1667,2764,0.82,Ideal,F,SI1,62.6,56.0,3251,5.95,5.99,3.74
1668,2765,0.9,Ideal,I,SI1,62.3,56.0,3251,6.18,6.12,3.83
1669,2766,0.9,Ideal,I,SI1,60.8,57.0,3251,6.25,6.22,3.79
1670,2767,0.9,Premium,I,SI1,61.8,58.0,3251,6.21,6.19,3.83
1671,2768,0.77,Ideal,D,SI1,60.8,57.0,3251,5.94,5.9,3.6
1672,2769,0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56
1673,2771,0.7,Ideal,G,VS2,61.9,56.0,3253,5.68,5.7,3.52
1674,2772,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52
1675,2773,0.7,Ideal,G,VS2,61.6,57.0,3253,5.7,5.73,3.53
1676,2774,0.77,Ideal,G,SI1,61.5,56.0,3253,5.89,5.92,3.63
1677,2777,0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74
1678,2778,0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6
1679,2779,0.74,Ideal,H,VS1,61.0,55.0,3254,5.86,5.88,3.58
1680,2780,0.74,Ideal,H,VS1,62.1,55.0,3254,5.82,5.84,3.62
1681,2782,0.9,Ideal,J,VS2,62.5,57.0,3255,6.16,6.26,3.88
1682,2783,0.73,Ideal,D,VS2,61.9,56.0,3255,5.76,5.81,3.58
1683,2785,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85
1684,2786,0.79,Ideal,E,SI1,61.9,55.0,3256,5.97,5.89,3.67
1685,2787,0.76,Ideal,F,VS2,61.0,55.0,3257,5.89,5.92,3.6
1686,2788,0.81,Ideal,H,VS1,61.8,58.0,3257,5.97,6.04,3.71
1687,2789,0.72,Ideal,H,IF,61.4,56.0,3257,5.76,5.8,3.55
1688,2793,0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
1689,2796,0.77,Premium,E,VS1,60.8,56.0,3260,5.95,5.9,3.6
1690,2799,0.7,Ideal,F,VS1,61.5,55.0,3261,5.73,5.75,3.53
1691,2801,1.04,Premium,H,I1,61.6,61.0,3261,6.47,6.45,3.98
1692,2803,0.71,Ideal,D,SI1,60.9,57.0,3262,5.75,5.79,3.51
1693,2804,0.91,Premium,G,SI1,62.5,56.0,3262,6.3,6.18,3.9
1694,2805,0.75,Ideal,E,VS2,62.4,57.0,3263,5.76,5.81,3.61
1695,2806,1.11,Premium,H,I1,61.0,59.0,3263,6.67,6.61,4.05
1696,2808,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
1697,2809,0.88,Ideal,I,SI1,62.4,55.0,3264,6.12,6.16,3.83
1698,2810,0.72,Ideal,F,VS1,61.1,56.0,3265,5.76,5.79,3.53
1699,2811,0.7,Premium,E,VVS1,61.7,59.0,3265,5.67,5.71,3.51
1700,2814,0.7,Ideal,F,VS1,60.7,58.0,3265,5.72,5.75,3.48
1701,2815,0.84,Ideal,D,SI1,61.5,54.0,3265,6.07,6.13,3.75
1702,2821,0.93,Ideal,F,SI2,62.0,57.0,3266,6.31,6.28,3.9
1703,2822,0.81,Premium,H,VVS2,62.8,58.0,3266,5.92,5.89,3.71
1704,2823,0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7
1705,2824,1.12,Premium,J,SI2,60.7,61.0,3266,6.71,6.64,4.05
1706,2825,0.81,Premium,G,VS1,62.3,56.0,3266,5.95,5.89,3.69
1707,2830,0.91,Ideal,J,VS1,60.7,57.0,3267,6.23,6.26,3.79
1708,2834,0.78,Ideal,I,VVS2,62.4,56.0,3267,5.87,5.9,3.67
1709,2835,0.78,Ideal,G,SI1,62.2,55.0,3267,5.87,5.9,3.66
1710,2837,0.7,Ideal,E,VS2,62.6,55.0,3268,5.66,5.68,3.55
1711,2838,0.96,Premium,J,SI1,60.3,59.0,3269,6.4,6.36,3.85
1712,2843,0.81,Premium,E,SI1,60.8,59.0,3270,5.95,5.99,3.63
1713,2844,0.56,Ideal,D,VVS1,61.8,56.0,3270,5.28,5.31,3.27
1714,2845,0.73,Ideal,G,VS1,61.5,56.0,3270,5.8,5.77,3.56
1715,2846,0.73,Ideal,E,VS2,62.2,56.0,3270,5.78,5.76,3.59
1716,2847,0.79,Ideal,D,SI1,61.3,54.0,3270,6.01,5.96,3.67
1717,2849,1.1,Premium,I,SI2,59.3,62.0,3271,6.75,6.7,3.99
1718,2850,0.67,Ideal,G,IF,61.6,55.0,3271,5.61,5.65,3.47
1719,2851,0.71,Ideal,E,VS1,59.7,57.0,3272,5.84,5.86,3.49
1720,2853,0.73,Ideal,G,VS1,60.2,56.0,3273,5.86,5.9,3.54
1721,2858,0.72,Ideal,H,VS1,60.7,55.0,3274,5.83,5.85,3.54
1722,2859,0.72,Ideal,H,VS1,61.5,55.0,3274,5.77,5.85,3.56
1723,2860,0.72,Ideal,H,VS1,61.6,56.0,3274,5.76,5.79,3.55
1724,2862,0.95,Ideal,J,SI1,63.0,56.0,3275,6.32,6.26,3.96
1725,2863,0.73,Ideal,E,VS2,61.9,55.0,3275,5.76,5.8,3.57
1726,2864,0.72,Ideal,D,VS2,60.5,57.0,3275,5.81,5.83,3.52
1727,2865,0.72,Ideal,E,VS1,62.6,55.0,3275,5.7,5.73,3.58
1728,2867,0.9,Premium,I,VS2,58.4,62.0,3276,6.35,6.29,3.69
1729,2871,0.9,Premium,I,SI1,59.6,60.0,3276,6.37,6.24,3.76
1730,2874,1.0,Premium,J,SI1,62.0,62.0,3276,6.27,6.22,3.87
1731,2875,0.78,Ideal,E,VS2,62.0,55.0,3276,5.95,5.89,3.67
1732,2876,1.0,Ideal,I,SI2,62.5,56.0,3276,6.38,6.35,3.98
1733,2877,1.25,Ideal,E,I1,60.9,56.0,3276,6.95,6.91,4.22
1734,2880,0.7,Ideal,D,VS1,61.1,57.0,3278,5.73,5.75,3.51
1735,2883,0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77
1736,2886,0.71,Ideal,F,VS1,62.3,55.0,3281,5.74,5.76,3.58
1737,2887,0.93,Ideal,J,VS1,62.3,56.0,3281,6.26,6.22,3.89
1738,2891,0.91,Premium,I,VS2,63.0,58.0,3282,6.15,6.07,3.85
1739,2898,0.92,Premium,F,SI2,58.1,58.0,3282,6.46,6.41,3.74
1740,2899,0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75
1741,2901,0.84,Ideal,I,VS1,62.3,59.0,3283,5.99,6.04,3.75
1742,2902,0.72,Ideal,E,VS1,62.6,57.0,3283,5.69,5.72,3.57
1743,2903,0.72,Ideal,E,VS1,61.9,55.0,3283,5.74,5.77,3.56
1744,2904,0.72,Ideal,H,IF,62.1,58.0,3283,5.72,5.75,3.56
1745,2907,0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
1746,2908,0.71,Ideal,F,VS1,60.4,57.0,3284,5.78,5.81,3.5
1747,2909,0.86,Ideal,D,SI2,60.2,56.0,3284,6.16,6.19,3.72
1748,2911,0.74,Premium,E,VS2,62.7,58.0,3285,5.72,5.77,3.6
1749,2912,0.8,Premium,F,VS2,62.4,59.0,3285,5.92,5.85,3.67
1750,2914,0.8,Premium,F,VS2,59.7,58.0,3285,6.02,5.97,3.58
1751,2919,0.74,Ideal,H,VVS1,62.5,55.0,3287,5.76,5.79,3.61
1752,2920,0.7,Ideal,D,VS1,62.5,57.0,3287,5.64,5.68,3.54
1753,2921,0.7,Ideal,D,VS1,62.6,58.0,3287,5.64,5.67,3.54
1754,2923,1.03,Premium,I,SI1,58.4,60.0,3288,6.6,6.58,3.85
1755,2930,0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68
1756,2931,0.71,Ideal,H,IF,61.1,56.0,3290,5.74,5.78,3.52
1757,2932,0.71,Ideal,H,IF,61.6,55.0,3290,5.75,5.78,3.55
1758,2935,0.77,Premium,E,VS2,60.5,59.0,3291,5.92,5.98,3.6
1759,2937,0.77,Premium,D,VS2,61.8,58.0,3291,5.84,5.81,3.6
1760,2938,0.9,Premium,I,VS2,63.0,59.0,3292,6.1,6.06,3.83
1761,2939,0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81
1762,2944,0.8,Ideal,F,SI1,60.1,60.0,3293,5.98,6.03,3.61
1763,2945,1.05,Premium,E,I1,62.2,61.0,3293,6.51,6.48,4.04
1764,2946,1.0,Premium,J,SI2,62.7,58.0,3293,6.32,6.28,3.95
1765,2947,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57
1766,2949,0.72,Ideal,F,VS1,61.1,56.0,3294,5.79,5.76,3.53
1767,2950,0.7,Premium,E,VVS1,61.7,59.0,3294,5.71,5.67,3.51
1768,2951,0.74,Premium,D,VS2,58.0,59.0,3294,6.0,5.93,3.46
1769,2955,0.72,Ideal,G,VVS2,61.0,56.0,3295,5.8,5.84,3.55
1770,2956,0.82,Premium,E,SI1,62.5,56.0,3295,6.01,5.96,3.74
1771,2957,1.01,Premium,J,VS2,62.4,60.0,3296,6.45,6.35,3.99
1772,2958,0.8,Ideal,H,VS1,62.6,55.0,3296,5.9,5.93,3.7
1773,2961,0.91,Ideal,J,VS1,60.7,57.0,3296,6.26,6.23,3.79
1774,2962,1.07,Premium,G,SI2,62.5,59.0,3296,6.5,6.47,4.05
1775,2963,0.8,Ideal,E,SI1,62.0,57.0,3297,5.97,5.94,3.69
1776,2964,0.8,Premium,E,SI1,61.5,58.0,3297,5.97,5.93,3.66
1777,2965,1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91
1778,2970,0.7,Ideal,I,VS2,61.9,57.0,3298,5.68,5.73,3.53
1779,2973,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37
1780,2974,0.91,Ideal,J,VS2,61.9,58.0,3299,6.18,6.22,3.84
1781,2975,0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52
1782,2976,0.71,Ideal,G,VS2,61.8,56.0,3299,5.73,5.76,3.55
1783,2977,0.71,Ideal,G,VS2,61.8,56.0,3299,5.72,5.75,3.55
1784,2978,0.71,Ideal,D,VS2,61.5,55.0,3299,5.75,5.79,3.55
1785,2979,1.05,Ideal,G,SI2,59.6,57.0,3299,6.58,6.53,3.91
1786,2980,0.77,Premium,G,VVS2,60.8,59.0,3299,5.96,5.92,3.61
1787,2983,0.7,Premium,F,VVS1,62.4,56.0,3300,5.69,5.63,3.53
1788,2984,0.77,Ideal,G,VS2,61.8,54.0,3300,5.91,5.94,3.66
1789,2985,0.7,Ideal,G,VS1,60.8,56.0,3300,5.73,5.8,3.51
1790,2987,0.72,Ideal,E,VS2,60.9,56.0,3301,5.81,5.84,3.55
1791,2988,0.71,Ideal,E,VS2,61.8,57.0,3301,5.69,5.74,3.53
1792,2989,0.73,Ideal,H,IF,62.2,54.0,3301,5.76,5.82,3.6
1793,2993,0.9,Premium,G,SI2,61.1,58.0,3303,6.18,6.22,3.79
1794,3000,0.7,Ideal,G,VVS1,60.7,57.0,3303,5.73,5.76,3.49
1795,3001,0.77,Ideal,E,VS2,61.0,56.0,3303,5.91,5.96,3.62
1796,3002,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71
1797,3003,0.71,Ideal,E,VS2,62.1,55.0,3304,5.72,5.75,3.56
1798,3004,0.71,Ideal,E,VS2,62.0,56.0,3304,5.72,5.75,3.55
1799,3005,0.72,Ideal,E,VS2,60.8,56.0,3304,5.81,5.84,3.54
1800,3006,0.71,Ideal,E,VS2,62.5,56.0,3304,5.69,5.71,3.56
1801,3012,0.82,Ideal,E,VS1,60.0,55.0,3306,6.18,6.08,3.68
1802,3013,0.76,Ideal,D,VS2,61.8,57.0,3306,5.85,5.9,3.63
1803,3014,0.76,Ideal,D,SI1,62.0,57.0,3306,5.88,5.92,3.66
1804,3018,0.71,Ideal,G,VVS2,61.7,57.0,3307,5.72,5.74,3.53
1805,3019,0.71,Ideal,G,VVS2,61.3,56.0,3307,5.75,5.77,3.53
1806,3020,0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55
1807,3022,0.9,Ideal,I,SI1,60.8,57.0,3308,6.22,6.25,3.79
1808,3023,0.73,Premium,D,VS2,59.8,58.0,3308,5.85,5.89,3.51
1809,3026,0.77,Ideal,D,SI1,60.8,57.0,3309,5.9,5.94,3.6
1810,3027,0.7,Ideal,E,VS1,62.2,58.0,3309,5.67,5.71,3.54
1811,3028,0.7,Ideal,H,IF,61.3,59.0,3309,5.69,5.72,3.5
1812,3030,0.31,Ideal,D,SI1,62.2,54.0,565,4.36,4.39,2.72
1813,3031,0.31,Ideal,D,SI1,61.3,55.0,565,4.36,4.41,2.69
1814,3033,0.26,Premium,H,VVS2,59.8,61.0,565,4.18,4.15,2.49
1815,3035,0.31,Ideal,G,VVS2,62.2,55.0,565,4.32,4.36,2.7
1816,3042,0.3,Ideal,F,VS2,62.4,57.0,565,4.29,4.33,2.69
1817,3050,0.27,Ideal,G,VVS2,60.8,57.0,566,4.18,4.2,2.54
1818,3051,0.38,Ideal,G,SI2,62.8,57.0,566,4.58,4.59,2.88
1819,3052,0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58
1820,3053,0.27,Ideal,G,IF,61.6,57.0,566,4.18,4.21,2.58
1821,3054,0.35,Premium,H,SI2,61.6,58.0,566,4.54,4.49,2.78
1822,3055,0.34,Premium,F,SI1,59.3,60.0,566,4.52,4.58,2.7
1823,3059,0.34,Premium,F,SI1,59.8,58.0,566,4.53,4.57,2.72
1824,3061,0.73,Ideal,E,VS2,61.5,56.0,3310,5.79,5.82,3.57
1825,3062,0.62,Ideal,G,IF,61.8,56.0,3310,5.45,5.48,3.38
1826,3063,0.76,Premium,H,VVS1,60.7,58.0,3311,5.9,5.93,3.59
1827,3064,0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6
1828,3065,0.73,Premium,E,VS1,61.2,58.0,3311,5.83,5.77,3.55
1829,3066,0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69
1830,3067,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66
1831,3068,0.73,Premium,E,VS1,60.9,61.0,3311,5.81,5.79,3.53
1832,3069,0.8,Premium,D,SI1,62.7,59.0,3312,5.89,5.85,3.68
1833,3071,0.8,Premium,D,SI1,61.7,58.0,3312,5.96,5.93,3.67
1834,3073,0.9,Premium,D,SI2,58.1,60.0,3312,6.26,6.24,3.63
1835,3075,1.24,Ideal,I,SI2,62.5,57.0,3312,6.89,6.84,4.29
1836,3076,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85
1837,3077,0.74,Premium,E,VS1,61.2,58.0,3312,5.88,5.82,3.58
1838,3079,0.9,Premium,D,SI2,61.0,61.0,3312,6.17,6.15,3.76
1839,3080,1.24,Ideal,J,SI1,62.3,57.0,3312,6.86,6.81,4.26
1840,3081,0.57,Ideal,F,VVS1,61.3,56.0,3313,5.37,5.4,3.3
1841,3082,1.02,Premium,H,SI2,58.3,59.0,3313,6.61,6.57,3.84
1842,3086,0.83,Ideal,I,SI1,61.9,57.0,3314,5.96,6.02,3.71
1843,3087,0.74,Ideal,E,VS2,61.7,56.0,3315,5.86,5.81,3.6
1844,3089,0.71,Ideal,D,SI1,62.3,56.0,3316,5.72,5.7,3.56
1845,3090,0.93,Premium,F,SI2,61.3,62.0,3317,6.26,6.17,3.81
1846,3094,0.79,Ideal,E,VS2,59.3,57.0,3318,6.06,6.02,3.58
1847,3095,0.92,Premium,G,SI2,62.3,59.0,3318,6.2,6.15,3.85
1848,3096,0.73,Ideal,D,VS2,61.8,54.0,3319,5.89,5.92,3.65
1849,3097,0.7,Ideal,F,VS1,61.5,55.0,3319,5.73,5.75,3.53
1850,3098,1.02,Ideal,G,I1,61.5,56.0,3321,6.46,6.49,3.98
1851,3099,0.52,Ideal,D,VVS1,60.9,56.0,3321,5.2,5.24,3.18
1852,3100,0.71,Ideal,D,VS2,62.1,56.0,3321,5.71,5.75,3.56
1853,3101,0.71,Ideal,D,VS2,61.2,57.0,3321,5.73,5.77,3.52
1854,3102,0.77,Ideal,F,SI1,61.5,55.0,3321,5.88,5.92,3.63
1855,3103,1.06,Ideal,G,SI2,61.0,56.0,3321,6.62,6.56,4.02
1856,3105,0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
1857,3106,0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73
1858,3110,0.53,Ideal,E,VVS1,61.5,54.0,3323,5.23,5.25,3.22
1859,3113,0.92,Ideal,I,SI1,61.8,57.0,3323,6.27,6.25,3.87
1860,3118,0.79,Ideal,H,VVS2,62.0,55.9,3324,5.88,5.95,3.67
1861,3119,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
1862,3120,0.7,Ideal,H,VVS2,61.0,56.0,3325,5.75,5.78,3.52
1863,3121,0.7,Ideal,H,VVS2,60.9,56.0,3325,5.76,5.79,3.52
1864,3122,0.78,Ideal,G,VS2,62.6,57.0,3325,5.87,5.91,3.69
1865,3123,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9
1866,3124,0.9,Premium,H,SI2,62.1,59.0,3326,6.13,6.04,3.78
1867,3125,0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
1868,3127,0.9,Premium,H,SI2,59.2,60.0,3326,6.3,6.24,3.71
1869,3128,0.72,Ideal,G,VVS1,61.7,55.0,3326,5.8,5.77,3.57
1870,3129,0.9,Premium,G,SI1,60.1,59.0,3326,6.25,6.2,3.74
1871,3130,0.9,Premium,G,SI2,59.5,61.0,3326,6.33,6.28,3.75
1872,3131,0.73,Ideal,E,VS1,62.8,57.0,3327,5.75,5.78,3.62
1873,3132,0.79,Ideal,D,SI1,61.3,54.0,3328,5.96,6.01,3.67
1874,3133,0.73,Ideal,E,VS2,62.2,56.0,3328,5.76,5.78,3.59
1875,3135,0.82,Ideal,E,SI2,60.9,56.0,3328,6.06,6.12,3.71
1876,3136,0.88,Ideal,I,SI1,61.7,56.0,3328,6.14,6.18,3.8
1877,3137,1.27,Ideal,I,I1,62.3,56.0,3328,6.91,6.86,4.29
1878,3138,0.88,Ideal,E,SI2,62.2,57.0,3329,6.08,6.2,3.82
1879,3139,0.72,Ideal,F,VS1,62.5,54.0,3330,5.73,5.76,3.59
1880,3140,0.7,Ideal,E,SI1,61.9,56.0,3330,5.7,5.73,3.54
1881,3141,0.7,Ideal,E,SI1,61.1,56.0,3330,5.75,5.78,3.52
1882,3142,0.7,Ideal,E,SI1,61.6,56.0,3330,5.7,5.72,3.52
1883,3145,0.71,Ideal,G,VVS1,61.4,59.0,3332,5.7,5.76,3.52
1884,3146,0.77,Ideal,H,VS2,60.9,56.0,3332,5.89,5.94,3.61
1885,3147,0.71,Ideal,E,VS1,61.8,55.0,3332,5.72,5.77,3.55
1886,3150,0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88
1887,3154,0.93,Premium,F,SI2,60.0,60.0,3333,6.36,6.31,3.8
1888,3158,0.78,Ideal,E,VS2,62.0,55.0,3334,5.89,5.95,3.67
1889,3159,0.72,Ideal,H,VVS2,61.6,56.0,3334,5.75,5.77,3.55
1890,3162,0.7,Ideal,D,VS1,62.0,57.0,3335,5.69,5.76,3.55
1891,3163,0.94,Premium,H,SI2,61.9,57.0,3335,6.29,6.21,3.87
1892,3164,0.64,Ideal,F,VVS2,61.0,56.0,3336,5.55,5.59,3.4
1893,3165,0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
1894,3166,0.75,Ideal,F,SI1,61.5,55.0,3336,5.88,5.9,3.62
1895,3167,0.75,Ideal,F,SI1,61.8,56.0,3336,5.84,5.87,3.62
1896,3168,1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99
1897,3171,1.01,Premium,D,SI2,58.9,59.0,3337,6.54,6.49,3.84
