MS_Zoning;Lot_Frontage;Lot_Area;Street;Lot_Shape;Utilities;Lot_Config;Neighborhood;House_Style;Overall_Qual;Overall_Cond;Year_Built;Year_Remod_Add;Exterior_1st;Exterior_2nd;Heating;Heating_QC;Central_Air;Electrical;First_Flr_SF;Second_Flr_SF;Low_Qual_Fin_SF;Gr_Liv_Area;Bsmt_Full_Bath;Bsmt_Half_Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen_AbvGr;Kitchen_Qual;TotRms_AbvGrd;Fireplaces;Fireplace_Qu;Garage_Type;Garage_Cars;Garage_Area;Garage_Qual;Garage_Cond;Paved_Drive;Mo_Sold;Year_Sold;Sale_Price
Residential_Low_Density;0;10899;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;One_Story;Below_Average;Average;1964;1964;HdBoard;HdBoard;GasA;Typical;N;SBrkr;1224;0;0;1224;0;0;2;0;2;2;Typical;8;0;No_Fireplace;CarPort;3;530;Typical;Typical;Paved;4;2007;103000
Residential_Low_Density;93;10090;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;SLvl;Good;Average;1963;1999;Plywood;Plywood;GasA;Typical;Y;SBrkr;1035;616;0;1651;0;1;2;0;4;1;Typical;6;2;Typical;BuiltIn;1;276;Typical;Typical;Paved;10;2007;172000
Residential_Low_Density;0;13215;Pave;Slightly_Irregular;AllPub;Corner;Northridge_Heights;Two_Story;Very_Good;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1426;488;0;1914;1;0;2;1;3;1;Good;9;1;Typical;BuiltIn;3;746;Typical;Typical;Paved;2;2006;279000
Residential_Low_Density;35;9400;Pave;Slightly_Irregular;AllPub;CulDSac;Edwards;SFoyer;Above_Average;Average;1975;1975;WdShing;Plywood;GasA;Typical;Y;SBrkr;980;0;0;980;0;2;2;0;4;0;Typical;4;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;10;2006;127500
Residential_Low_Density;60;7200;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Below_Average;Average;1950;1950;BrkFace;Wd Sdng;GasA;Typical;Y;FuseA;1040;0;0;1040;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;2;420;Typical;Typical;Paved;7;2006;109900
Residential_Low_Density;63;7560;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1971;1971;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;864;0;0;864;1;0;1;0;3;1;Typical;5;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;5;2008;123000
Residential_Low_Density;0;8063;Pave;Regular;AllPub;Inside;Gilbert;Two_Story;Above_Average;Average;2000;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;948;742;0;1690;0;0;2;1;3;1;Typical;7;1;Typical;Attchd;2;463;Typical;Typical;Paved;11;2007;181000
Residential_Low_Density;69;23580;Pave;Slightly_Irregular;AllPub;Inside;Mitchell;One_Story;Above_Average;Above_Average;1979;1979;Plywood;Plywood;GasA;Typical;Y;SBrkr;1625;0;0;1625;0;1;2;0;3;1;Fair;6;1;Typical;Attchd;2;576;Typical;Typical;Paved;9;2006;242500
Residential_Low_Density;0;7400;Pave;Slightly_Irregular;AllPub;CulDSac;Sawyer;SFoyer;Average;Average;1984;1984;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1126;0;0;1126;1;0;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;2;506;Typical;Typical;Paved;3;2008;152000
Residential_Low_Density;65;10816;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Excellent;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1720;0;0;1720;1;0;2;0;3;1;Excellent;8;1;Good;Attchd;3;846;Typical;Typical;Paved;11;2009;332000
Residential_Low_Density;78;9316;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;879;916;0;1795;0;0;2;1;3;1;Good;7;0;No_Fireplace;Attchd;2;578;Typical;Typical;Paved;10;2007;191000
Residential_Medium_Density;41;5852;Pave;Irregular;AllPub;Corner;Old_Town;Two_and_Half_Unf;Good;Average;1902;2000;MetalSd;MetalSd;GasA;Typical;N;FuseF;978;886;0;1864;0;0;2;1;6;1;Typical;9;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;5;2009;97500
Residential_Low_Density;96;12539;Pave;Regular;AllPub;Inside;Northridge_Heights;Two_Story;Very_Excellent;Average;2005;2006;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1632;1158;0;2790;1;0;2;1;4;1;Excellent;10;1;Excellent;BuiltIn;4;1150;Typical;Typical;Paved;6;2008;460000
Residential_Low_Density;85;10625;Pave;Regular;AllPub;Corner;Edwards;One_Story;Average;Average;1920;1950;Wd Sdng;Wd Sdng;GasA;Fair;N;SBrkr;835;0;0;835;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Basment;1;366;Fair;Typical;Paved;5;2010;83000
Residential_Low_Density;0;25339;Pave;Regular;AllPub;Inside;Sawyer;One_Story;Average;Good;1918;2007;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1416;0;0;1416;0;0;2;0;3;1;Good;7;0;No_Fireplace;Attchd;2;576;Typical;Typical;Dirt_Gravel;8;2007;112000
Residential_Low_Density;80;14000;Pave;Regular;AllPub;Inside;Crawford;One_Story;Above_Average;Very_Good;1950;2004;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1152;0;0;1152;0;1;1;0;3;1;Good;6;1;Good;Attchd;1;300;Typical;Typical;Paved;8;2009;158500
Floating_Village_Residential;57;12853;Pave;Slightly_Irregular;AllPub;Inside;Somerset;One_Story;Very_Good;Average;2010;2010;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1418;0;0;1418;1;0;1;1;1;1;Good;6;1;Good;Attchd;3;852;Typical;Typical;Paved;4;2010;267916
Residential_Low_Density;30;4420;Pave;Slightly_Irregular;AllPub;CulDSac;Greens;One_Story;Very_Good;Average;1980;1980;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;788;0;0;788;1;0;1;0;1;1;Good;3;1;Typical;Detchd;2;484;Typical;Typical;Paved;6;2010;155000
Floating_Village_Residential;65;8125;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;778;798;0;1576;0;0;2;1;3;1;Good;6;0;No_Fireplace;Attchd;2;614;Typical;Typical;Paved;8;2006;197000
Residential_Low_Density;125;14419;Pave;Slightly_Irregular;AllPub;Corner;Timberland;SLvl;Good;Average;1987;1989;Plywood;Plywood;GasA;Excellent;Y;SBrkr;1479;0;0;1479;2;0;2;1;3;1;Good;7;1;Fair;Attchd;2;578;Typical;Typical;Paved;7;2009;213500
Residential_Low_Density;42;7711;Pave;Slightly_Irregular;AllPub;Inside;Edwards;One_Story;Below_Average;Fair;1977;1977;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1440;0;0;1440;2;0;2;0;4;2;Typical;8;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;8;2007;150000
Residential_Low_Density;81;10530;Pave;Regular;AllPub;Inside;Northwest_Ames;Two_Story;Good;Average;1978;1978;Plywood;Plywood;GasA;Typical;Y;SBrkr;945;912;0;1857;0;0;2;1;4;1;Typical;8;1;Typical;Attchd;2;482;Typical;Typical;Paved;7;2006;188900
Residential_Low_Density;66;13695;Pave;Regular;AllPub;Inside;Sawyer_West;One_Story;Average;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1114;0;0;1114;1;0;1;1;3;1;Good;6;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;6;2008;159000
Residential_Low_Density;67;8777;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Average;Good;1900;2003;MetalSd;MetalSd;GasA;Good;Y;SBrkr;1272;928;0;2200;2;0;2;2;4;2;Typical;9;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;9;2008;145900
Residential_Medium_Density;60;11340;Pave;Regular;AllPub;Inside;Old_Town;Two_Story;Below_Average;Above_Average;1885;1950;VinylSd;AsbShng;GasA;Good;Y;SBrkr;1246;1044;0;2290;0;0;2;0;4;2;Typical;11;0;No_Fireplace;Detchd;2;560;Typical;Typical;Dirt_Gravel;4;2010;122500
Residential_Low_Density;108;13173;Pave;Slightly_Irregular;AllPub;Corner;Northridge_Heights;One_Story;Excellent;Average;2006;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1652;0;0;1652;1;0;2;0;2;1;Excellent;6;2;Excellent;Attchd;2;840;Typical;Typical;Paved;11;2009;325000
Residential_Low_Density;100;9500;Pave;Regular;AllPub;Corner;North_Ames;Two_Story;Above_Average;Above_Average;1964;1978;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1127;850;0;1977;0;1;1;1;4;1;Typical;9;1;Typical;Attchd;2;540;Typical;Typical;Paved;6;2007;165000
Residential_Low_Density;80;9600;Pave;Regular;AllPub;Inside;North_Ames;One_and_Half_Fin;Above_Average;Average;1950;1950;VinylSd;VinylSd;GasA;Typical;Y;FuseA;1032;220;0;1252;0;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;1;288;Typical;Typical;Paved;4;2008;119000
Residential_Low_Density;89;10557;Pave;Slightly_Irregular;AllPub;Inside;Northridge;Two_Story;Excellent;Average;1998;1998;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1671;1407;0;3078;1;0;2;1;4;1;Good;9;1;Typical;Attchd;3;806;Typical;Typical;Paved;7;2007;410000
Residential_Low_Density;93;12090;Pave;Regular;AllPub;Corner;Northridge;Two_Story;Very_Good;Average;1998;1998;VinylSd;VinylSd;GasA;Good;Y;SBrkr;1165;1098;0;2263;0;0;2;1;4;1;Good;10;1;Typical;BuiltIn;2;420;Typical;Typical;Paved;7;2006;258000
Residential_Low_Density;60;7200;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Good;1954;1954;MetalSd;MetalSd;GasA;Typical;Y;FuseA;825;0;0;825;0;1;1;0;2;1;Typical;4;0;No_Fireplace;Attchd;1;350;Typical;Typical;Paved;7;2008;109500
Residential_Low_Density;82;9020;Pave;Regular;AllPub;Inside;North_Ames;SLvl;Above_Average;Good;1966;1966;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1165;0;0;1165;1;0;1;1;3;1;Typical;6;0;No_Fireplace;Attchd;2;490;Good;Good;Paved;5;2008;174900
Residential_Low_Density;93;9382;Pave;Slightly_Irregular;AllPub;CulDSac;College_Creek;One_Story;Good;Average;1999;2000;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1479;0;0;1479;0;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;577;Typical;Typical;Paved;7;2008;191000
Residential_Medium_Density;21;1890;Pave;Regular;AllPub;Inside;Briardale;Two_Story;Above_Average;Average;1973;1973;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;672;546;0;1218;0;0;1;1;3;1;Typical;7;0;No_Fireplace;Detchd;1;264;Typical;Typical;Paved;5;2007;113000
Residential_Medium_Density;70;8400;Pave;Regular;AllPub;Corner;Old_Town;Two_Story;Above_Average;Good;1900;1950;Stucco;BrkFace;GasA;Good;Y;FuseA;1090;917;0;2007;0;0;2;0;3;1;Excellent;8;0;No_Fireplace;Detchd;1;357;Typical;Typical;Paved;6;2009;160000
Floating_Village_Residential;60;7180;Pave;Slightly_Irregular;AllPub;Inside;Somerset;One_Story;Very_Good;Average;2001;2002;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1568;0;0;1568;0;0;2;0;3;1;Good;6;1;Typical;Attchd;2;564;Typical;Typical;Paved;9;2006;221000
Residential_Low_Density;79;11850;Pave;Regular;AllPub;FR2;Northwest_Ames;One_Story;Above_Average;Above_Average;1984;1984;Plywood;Plywood;GasA;Typical;Y;SBrkr;1177;0;0;1177;0;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;495;Typical;Typical;Paved;8;2007;151500
Residential_Low_Density;0;9638;Pave;Slightly_Irregular;AllPub;CulDSac;Edwards;SLvl;Above_Average;Above_Average;1977;1977;Plywood;Plywood;GasA;Typical;Y;SBrkr;1117;0;0;1117;1;0;1;0;3;1;Typical;6;1;Fair;Attchd;2;542;Typical;Typical;Paved;11;2008;147000
Residential_Low_Density;75;12890;Pave;Slightly_Irregular;AllPub;Inside;Timberland;One_Story;Above_Average;Average;1989;1989;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1495;0;0;1495;0;0;2;0;3;1;Typical;8;1;Typical;Attchd;2;438;Typical;Typical;Paved;7;2008;150000
Residential_Low_Density;80;9554;Pave;Slightly_Irregular;AllPub;Inside;Sawyer_West;Two_Story;Very_Good;Average;1993;1994;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1065;846;0;1911;0;0;2;1;3;1;Good;8;1;Typical;Attchd;2;471;Typical;Typical;Paved;9;2006;215000
Residential_Low_Density;41;4923;Pave;Regular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;2001;2002;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1593;0;0;1593;1;0;1;1;0;1;Excellent;5;1;Good;Attchd;2;682;Typical;Typical;Paved;8;2008;286000
Residential_Medium_Density;60;6000;Pave;Regular;AllPub;Corner;Brookside;One_and_Half_Fin;Average;Average;1924;1950;Stucco;Stucco;GasA;Good;Y;SBrkr;822;320;0;1142;0;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;1;320;Typical;Typical;Paved;6;2009;93000
Residential_Low_Density;0;23595;Pave;Regular;AllPub;Inside;Clear_Creek;One_Story;Good;Above_Average;1979;1979;Plywood;Plywood;GasA;Typical;Y;SBrkr;1332;192;0;1524;2;0;0;1;0;1;Good;4;1;Typical;Attchd;2;586;Typical;Typical;Paved;4;2010;260000
Residential_Low_Density;77;11422;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Very_Good;Average;2007;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1838;0;0;1838;1;0;2;0;3;1;Good;7;2;Good;Attchd;2;524;Typical;Typical;Paved;4;2009;272500
Residential_Low_Density;70;13300;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Good;1956;2000;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;928;0;0;928;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Attchd;1;252;Typical;Typical;Paved;6;2007;132000
Residential_Low_Density;75;9375;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Good;Average;1997;1997;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1044;1054;0;2098;0;0;2;1;4;1;Good;9;1;Typical;Attchd;2;621;Typical;Typical;Paved;4;2010;240000
Residential_Low_Density;50;8012;Pave;Regular;AllPub;Inside;Sawyer_West;Two_Story;Above_Average;Average;1980;1980;Plywood;Plywood;GasA;Excellent;Y;SBrkr;630;636;0;1266;0;0;1;1;2;1;Typical;5;2;Typical;Attchd;1;283;Typical;Typical;Paved;7;2007;128000
Floating_Village_Residential;60;7200;Pave;Regular;AllPub;Inside;Somerset;One_Story;Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1301;0;0;1301;1;0;2;0;2;1;Good;5;1;Good;Attchd;2;572;Typical;Typical;Paved;8;2006;187750
Floating_Village_Residential;72;8640;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Good;Average;2009;2009;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;932;920;0;1852;1;0;2;1;3;1;Good;7;1;Typical;Attchd;2;644;Typical;Typical;Paved;7;2009;252678
Residential_Low_Density;60;10044;Pave;Slightly_Irregular;AllPub;CulDSac;Edwards;One_Story;Average;Above_Average;1968;1968;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1196;0;0;1196;1;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;1;336;Typical;Typical;Paved;6;2010;144000
Residential_Low_Density;70;10552;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;One_Story;Average;Average;1959;1959;BrkFace;BrkFace;GasA;Good;Y;SBrkr;1700;0;0;1700;0;1;1;1;4;1;Good;6;1;Good;Attchd;2;447;Typical;Typical;Paved;4;2010;165500
Residential_Low_Density;0;53107;Pave;Moderately_Irregular;AllPub;Corner;Clear_Creek;Two_Story;Above_Average;Average;1992;1992;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1079;874;0;1953;1;0;2;1;3;1;Good;9;2;Fair;Attchd;2;501;Typical;Typical;Paved;6;2007;240000
Residential_Medium_Density;0;4426;Pave;Regular;AllPub;Inside;College_Creek;One_Story;Above_Average;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Good;3;1;Typical;Attchd;2;420;Typical;Typical;Paved;5;2008;141000
Residential_Low_Density;0;13355;Pave;Slightly_Irregular;AllPub;Inside;Northwest_Ames;Two_Story;Good;Above_Average;1971;1971;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;845;825;0;1670;0;0;1;1;4;1;Typical;7;0;No_Fireplace;Attchd;2;464;Typical;Typical;Paved;5;2008;170000
Residential_Low_Density;77;9510;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Above_Average;Average;1962;1985;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1207;0;0;1207;0;0;1;1;3;1;Typical;6;0;No_Fireplace;Attchd;1;264;Typical;Typical;Paved;5;2006;147000
Residential_Medium_Density;60;9600;Pave;Regular;AllPub;Inside;Old_Town;Two_Story;Below_Average;Below_Average;1910;1950;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;833;677;0;1510;0;0;2;0;3;1;Good;7;0;No_Fireplace;Detchd;2;720;Typical;Typical;Dirt_Gravel;6;2009;87500
Residential_Low_Density;65;6435;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Above_Average;Average;1939;1950;MetalSd;MetalSd;GasA;Good;Y;SBrkr;972;605;0;1577;0;0;1;0;3;1;Fair;6;1;Good;Detchd;1;312;Typical;Typical;Paved;10;2006;140200
Residential_Low_Density;58;9098;Pave;Slightly_Irregular;AllPub;Inside;Edwards;One_Story;Below_Average;Good;1920;2002;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;605;0;0;605;1;0;1;0;2;1;Typical;5;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;7;2007;86000
Residential_Low_Density;73;9069;Pave;Regular;AllPub;Inside;Sawyer_West;SFoyer;Above_Average;Above_Average;1992;1992;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;996;0;0;996;1;0;1;0;2;1;Good;5;0;No_Fireplace;Attchd;2;564;Typical;Typical;Paved;4;2010;147000
Residential_Low_Density;114;17242;Pave;Slightly_Irregular;AllPub;Inside;Northridge;Two_Story;Excellent;Average;1993;1994;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1933;1567;0;3500;1;0;3;1;4;1;Excellent;11;1;Typical;Attchd;3;959;Typical;Typical;Paved;5;2006;584500
Residential_Medium_Density;50;6000;Pave;Regular;AllPub;Inside;Brookside;One_Story;Average;Good;1921;1950;Wd Sdng;Wd Shng;GasA;Good;Y;SBrkr;616;0;0;616;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;1;205;Typical;Typical;Paved;6;2006;89000
Residential_Low_Density;75;11625;Pave;Regular;AllPub;Inside;Sawyer;One_Story;Average;Below_Average;1965;1965;Plywood;HdBoard;GasA;Excellent;Y;SBrkr;1039;0;0;1039;1;0;1;1;3;1;Typical;6;0;No_Fireplace;Attchd;2;504;Typical;Typical;Paved;4;2010;131500
Residential_High_Density;70;4270;Pave;Regular;AllPub;Inside;Edwards;One_Story;Fair;Above_Average;1931;2006;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;774;0;0;774;0;0;1;0;3;1;Good;6;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;5;2007;79000
Residential_Medium_Density;50;5000;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Average;Good;1941;2006;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;832;378;0;1210;0;0;1;0;3;1;Good;6;0;No_Fireplace;Detchd;1;240;Typical;Typical;Partial_Pavement;5;2008;124000
Residential_Low_Density;66;7920;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1970;2002;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;914;0;0;914;0;0;1;0;3;1;Excellent;5;0;No_Fireplace;Attchd;1;368;Typical;Good;Paved;10;2007;133000
Residential_Low_Density;0;10382;Pave;Slightly_Irregular;AllPub;Corner;Northwest_Ames;Two_Story;Good;Above_Average;1973;1973;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1107;983;0;2090;1;0;2;1;3;1;Typical;7;2;Typical;Attchd;2;484;Typical;Typical;Paved;11;2009;200000
Residential_Low_Density;44;10751;Pave;Slightly_Irregular;AllPub;CulDSac;Sawyer;One_Story;Average;Average;1974;1974;Plywood;Plywood;GasA;Typical;Y;SBrkr;1037;0;0;1037;1;0;1;0;2;1;Typical;5;0;No_Fireplace;Attchd;2;431;Typical;Typical;Paved;8;2007;129000
Residential_Low_Density;75;10425;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1956;1958;MetalSd;MetalSd;GasA;Good;Y;SBrkr;1104;0;0;1104;1;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;1;384;Typical;Typical;Paved;4;2008;133000
Residential_Low_Density;118;35760;Pave;Slightly_Irregular;AllPub;CulDSac;Northridge;Two_Story;Very_Excellent;Average;1995;1996;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1831;1796;0;3627;1;0;3;1;4;1;Good;10;1;Typical;Attchd;3;807;Typical;Typical;Paved;7;2006;625000
Residential_Low_Density;54;7244;Pave;Regular;AllPub;Inside;Mitchell;SFoyer;Average;Good;1970;1970;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;768;0;0;768;1;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;2;624;Typical;Typical;Paved;4;2007;129500
Residential_Low_Density;0;10532;Pave;Regular;AllPub;Corner;Clear_Creek;One_Story;Average;Fair;1960;1960;Plywood;Plywood;GasA;Good;Y;SBrkr;1721;0;0;1721;1;0;2;0;3;1;Typical;7;2;Typical;Basment;2;626;Typical;Typical;Paved;12;2008;145000
Residential_Medium_Density;53;5830;Pave;Regular;AllPub;Corner;Brookside;One_and_Half_Fin;Average;Above_Average;1950;1997;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1030;582;0;1612;0;0;1;1;3;1;Typical;7;0;No_Fireplace;Detchd;1;363;Typical;Typical;Paved;3;2010;128500
Residential_Medium_Density;52;6240;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Above_Average;Above_Average;1934;1950;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;816;0;360;1176;0;0;1;0;3;1;Typical;6;1;Good;Detchd;2;528;Typical;Typical;Paved;9;2006;114500
Residential_Low_Density;88;11443;Pave;Regular;AllPub;Inside;Timberland;One_Story;Very_Good;Average;2005;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2028;0;0;2028;1;0;2;0;2;1;Good;7;2;Good;Attchd;3;880;Typical;Typical;Paved;3;2006;369900
Residential_Medium_Density;0;2665;Pave;Regular;AllPub;Inside;Meadow_Village;Two_Story;Average;Above_Average;1976;1976;CemntBd;CmentBd;GasA;Typical;Y;SBrkr;616;688;0;1304;0;0;1;1;3;1;Typical;4;1;Good;BuiltIn;1;336;Typical;Typical;Paved;6;2008;115000
Residential_Low_Density;108;13418;Pave;Regular;AllPub;Inside;Northridge_Heights;Two_Story;Excellent;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1850;898;0;2748;1;0;2;1;4;1;Excellent;9;1;Good;BuiltIn;3;850;Typical;Typical;Paved;10;2008;390000
Residential_Low_Density;75;13125;Pave;Regular;AllPub;Inside;Crawford;Two_Story;Good;Above_Average;1940;1984;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;960;780;0;1740;0;0;1;1;3;1;Typical;6;2;Good;Attchd;1;240;Typical;Typical;Paved;7;2007;219500
Residential_Low_Density;65;8773;Pave;Regular;AllPub;FR2;College_Creek;One_Story;Good;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1414;0;0;1414;0;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;494;Typical;Typical;Paved;5;2010;185500
Residential_Low_Density;63;13072;Pave;Regular;AllPub;Inside;Sawyer_West;One_Story;Above_Average;Average;2004;2004;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1158;0;0;1158;1;0;1;1;3;1;Good;5;0;No_Fireplace;Detchd;2;576;Typical;Typical;Paved;5;2006;158000
Residential_Low_Density;77;11500;Pave;Slightly_Irregular;AllPub;Inside;North_Ames;One_Story;Above_Average;Below_Average;1967;1967;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1040;0;0;1040;1;0;1;0;3;1;Typical;6;1;Poor;Attchd;2;480;Typical;Typical;Paved;5;2009;163000
Residential_Low_Density;65;6001;Pave;Slightly_Irregular;AllPub;Inside;South_and_West_of_Iowa_State_University;One_and_Half_Fin;Above_Average;Average;1940;1950;VinylSd;VinylSd;GasA;Excellent;N;SBrkr;600;319;0;919;0;0;1;0;3;1;Typical;5;0;No_Fireplace;Detchd;1;231;Typical;Typical;Paved;3;2010;95000
Residential_Medium_Density;0;4500;Pave;Regular;AllPub;FR2;Mitchell;One_Story;Above_Average;Average;1999;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1224;0;0;1224;1;0;2;0;2;1;Typical;5;0;No_Fireplace;Attchd;2;402;Typical;Typical;Paved;6;2009;165000
Residential_Low_Density;0;57200;Pave;Slightly_Irregular;AllPub;Inside;Timberland;One_Story;Average;Average;1948;1950;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;1687;0;0;1687;1;0;1;0;3;1;Typical;7;2;Typical;Detchd;2;572;Typical;Typical;Dirt_Gravel;6;2010;160000
Residential_Low_Density;41;10905;Pave;Moderately_Irregular;AllPub;CulDSac;College_Creek;Two_Story;Good;Average;2003;2003;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1129;1198;0;2327;0;0;2;1;4;1;Good;9;1;Good;BuiltIn;2;596;Typical;Typical;Paved;8;2008;240000
Residential_Low_Density;85;11475;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Average;Average;1958;1958;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1776;0;0;1776;1;0;2;0;4;2;Typical;9;0;No_Fireplace;Detchd;3;888;Typical;Typical;Paved;7;2009;110000
Residential_Low_Density;0;9180;Pave;Slightly_Irregular;AllPub;CulDSac;Sawyer_West;SFoyer;Average;Good;1983;1983;HdBoard;HdBoard;GasA;Good;Y;SBrkr;884;0;0;884;1;0;1;0;2;1;Good;5;0;No_Fireplace;Attchd;2;504;Typical;Good;Paved;12;2007;144000
Residential_Low_Density;80;11844;Pave;Slightly_Irregular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;2046;0;0;2046;0;0;2;1;3;1;Good;7;1;Good;Attchd;3;834;Typical;Typical;Paved;7;2009;372500
